pl_name,pl_letter,hd_name,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,pul_flag
HAT-P-17 c,c,,Gaia DR2 1849786481031300608,1.0,2.0,0.0,Radial Velocity,2010.0,Ground,W. M. Keck Observatory,10 m Keck I Telescope,
HAT-P-18 b,b,,Gaia DR2 1334573817793362560,1.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-19 b,b,,Gaia DR2 365426679516816512,1.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-2 b,b,HD 147506,Gaia DR2 1380825667768742144,1.0,1.0,0.0,Transit,2007.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-20 b,b,,Gaia DR2 869913435026514688,1.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-21 b,b,,Gaia DR2 770622651659107712,1.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-22 b,b,HD 233731,Gaia DR2 846946629987527168,2.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-23 b,b,,Gaia DR2 1808938730710633984,1.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-24 b,b,,Gaia DR2 3167323052618369408,2.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-25 b,b,,Gaia DR2 111322601672419712,1.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-26 b,b,,Gaia DR2 3668036348641580288,1.0,1.0,0.0,Transit,2010.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-27 b,b,,Gaia DR2 1159336403336463872,2.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-28 b,b,,Gaia DR2 363702817083391232,1.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-29 b,b,,Gaia DR2 359058441314838528,2.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-3 b,b,,Gaia DR2 1510191594552968832,2.0,1.0,0.0,Transit,2007.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-30 b,b,,Gaia DR2 3096441729861716224,2.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-31 b,b,,Gaia DR2 4583004815239650176,1.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-32 b,b,,Gaia DR2 356348286886230272,2.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-33 b,b,,Gaia DR2 893550942158776832,2.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-34 b,b,HD 351766,Gaia DR2 1810218734055374720,1.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-35 b,b,,Gaia DR2 3094733088793018240,3.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-36 b,b,,Gaia DR2 1541532207133249920,1.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-37 b,b,,Gaia DR2 2133946843094378752,1.0,1.0,0.0,Transit,2011.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-38 b,b,,Gaia DR2 324889227693298560,1.0,1.0,0.0,Transit,2012.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-39 b,b,,Gaia DR2 3169391577586325120,2.0,1.0,0.0,Transit,2012.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-4 b,b,,Gaia DR2 1291120362349158016,2.0,1.0,0.0,Transit,2007.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-40 b,b,,Gaia DR2 1962153854973972096,1.0,1.0,0.0,Transit,2012.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-41 b,b,,Gaia DR2 4290415081653653632,2.0,1.0,0.0,Transit,2012.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-42 b,b,,Gaia DR2 583455604761166848,1.0,1.0,0.0,Transit,2012.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-43 b,b,,Gaia DR2 601321985813952000,1.0,1.0,0.0,Transit,2012.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-44 b,b,,Gaia DR2 1506159170017461888,1.0,2.0,0.0,Transit,2014.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-44 c,c,,Gaia DR2 1506159170017461888,1.0,2.0,0.0,Radial Velocity,2014.0,Ground,W. M. Keck Observatory,10 m Keck I Telescope,
HAT-P-45 b,b,,Gaia DR2 4270547520706275328,1.0,1.0,0.0,Transit,2014.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-46 b,b,,Gaia DR2 4177560894633502720,1.0,1.0,0.0,Transit,2014.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-49 b,b,HD 340099,Gaia DR2 1835842749465226368,1.0,1.0,0.0,Transit,2014.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-5 b,b,,Gaia DR2 4606030169272920320,1.0,1.0,0.0,Transit,2007.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-50 b,b,,Gaia DR2 3151961363348862720,1.0,1.0,0.0,Transit,2015.0,Ground,HATNet,Multiple Telescopes,
HAT-P-51 b,b,,Gaia DR2 316706322857704960,1.0,1.0,0.0,Transit,2015.0,Ground,HATNet,Multiple Telescopes,
HAT-P-52 b,b,,Gaia DR2 128623485853170432,1.0,1.0,0.0,Transit,2015.0,Ground,HATNet,Multiple Telescopes,
HAT-P-53 b,b,,Gaia DR2 323386882492982144,1.0,1.0,0.0,Transit,2015.0,Ground,HATNet,Multiple Telescopes,
HAT-P-54 b,b,,Gaia DR2 3383298227579280640,1.0,1.0,0.0,Transit,2015.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-55 b,b,,Gaia DR2 4593808272896243328,1.0,1.0,0.0,Transit,2015.0,Ground,HATNet,Canon 200mm f/1.8L,
HAT-P-56 b,b,HD 262389,Gaia DR2 3385777286999240576,1.0,1.0,0.0,Transit,2015.0,Ground,HATNet,Canon 200mm f/1.8L,
